










Empty,GreedyAgent,1,-96.32835727793024,17
Empty,GreedyAgent,2,-98.74329590886309,10
Empty,GreedyAgent,3,-98.74548373571619,10
Empty,GreedyAgent,4,-98.36251240311522,17
Empty,GreedyAgent,5,-96.23758826797086,12
Empty,GreedyAgent,6,-96.23871827342181,12
Empty,GreedyAgent,7,-96.23873454859071,12
Empty,GreedyAgent,8,-96.23872650039259,12
Empty,GreedyAgent,9,-96.23871827342181,12
Empty,GreedyAgent,10,-96.23871827342181,12
Empty,GreedyAgent,11,-96.23871827342181,12
Empty,GreedyAgent,12,-96.23871827342181,12
Empty,GreedyAgent,13,-96.23871827342181,12
Empty,GreedyAgent,14,-96.23873444757666,12
Empty,GreedyAgent,15,-96.23877278285109,12
Empty,GreedyAgent,16,-96.2388646138914,12
Empty,GreedyAgent,17,-96.24078249409902,12
Empty,GreedyAgent,18,-96.24041302223488,12
Empty,GreedyAgent,19,-96.24110362245128,12
Empty,GreedyAgent,20,-96.2422582856564,12
Empty,GreedyAgent,21,-96.24628321228533,12
Empty,GreedyAgent,22,-95.9663335449396,13












Empty,GreedyAgent,1,-97.2450452596998,18
Empty,GreedyAgent,2,-98.31206030412473,14
Empty,GreedyAgent,3,-98.34487381707417,13
Empty,GreedyAgent,4,-98.35420240542635,13
Empty,GreedyAgent,5,-98.35676907851536,13
Empty,GreedyAgent,6,-98.35745629974812,13
Empty,GreedyAgent,7,-98.35765353522565,13
Empty,GreedyAgent,8,-98.35770687737754,13











Empty,GreedyAgent,1,-93.62430755200191,22
Empty,GreedyAgent,2,-96.24488649476865,12
Empty,GreedyAgent,3,-96.24814239349779,12
Empty,GreedyAgent,4,-96.2495302913908,12
Empty,GreedyAgent,5,-95.97716852711535,13
Empty,GreedyAgent,6,-95.41739160998667,15
Empty,GreedyAgent,7,-93.53589625867669,22
Empty,GreedyAgent,8,-91.36914009267689,24
Empty,GreedyAgent,9,-94.45647395077197,17
Empty,GreedyAgent,10,-93.91877170272642,18
Empty,GreedyAgent,11,-94.16405723552708,17
Empty,GreedyAgent,12,-94.4493692762249,16
Empty,GreedyAgent,13,-93.91362344567584,17
Empty,GreedyAgent,14,-93.36576632652077,18
Empty,GreedyAgent,15,-93.31425550180235,18
Empty,GreedyAgent,16,-93.33172571529414,18
Empty,GreedyAgent,17,-93.77250081351981,17
Empty,GreedyAgent,18,-93.81690697254413,17
Empty,GreedyAgent,19,-93.86114806046652,17
Empty,GreedyAgent,20,-94.26801375677992,16
Empty,GreedyAgent,21,-94.28417911894395,16
Empty,GreedyAgent,22,-94.29882429028979,16
Empty,GreedyAgent,23,-94.31035335947033,16
Empty,GreedyAgent,24,-94.31629442125598,16
Empty,GreedyAgent,25,-94.31859031122724,16
Empty,GreedyAgent,26,-94.31886994603528,16
Empty,GreedyAgent,27,-94.31833491608559,16
Empty,GreedyAgent,28,-94.31778678679422,16
Empty,GreedyAgent,29,-94.3174884692776,16
Empty,GreedyAgent,30,-94.31690634953247,16
Empty,GreedyAgent,31,-94.31643508363237,16
Empty,GreedyAgent,32,-94.31600847669714,16


Empty,GreedyAgent,1,-96.73202508507075,23
Empty,GreedyAgent,2,-98.40962582508733,14
Empty,GreedyAgent,3,-98.41366098872453,14
Empty,GreedyAgent,4,-98.38000332684771,14
Empty,GreedyAgent,5,-98.08668306694628,16
Empty,GreedyAgent,6,-97.2498289709284,22
Empty,GreedyAgent,7,-95.71329512550392,32
Empty,GreedyAgent,8,-94.51278619384418,33
Empty,GreedyAgent,9,-94.56460199743705,37
Empty,GreedyAgent,10,-95.16711080910858,15
Empty,GreedyAgent,11,-93.4058773389754,18
Empty,GreedyAgent,12,-89.73634921584214,21
Empty,GreedyAgent,13,-86.26737070635559,22
Empty,GreedyAgent,14,-83.6908780489092,23
Empty,GreedyAgent,15,309.8300406086418,18
Empty,GreedyAgent,16,-84.09351761664831,22
Empty,GreedyAgent,17,-85.15631363166717,22
Empty,GreedyAgent,18,311.5509755105198,19
Empty,GreedyAgent,19,-83.68646817903615,23
Empty,GreedyAgent,20,-84.98910044254961,23
Empty,GreedyAgent,21,-83.70732833644956,23
Empty,GreedyAgent,22,309.83680953015266,18
Empty,GreedyAgent,23,-83.42194193216666,23
Empty,GreedyAgent,24,-84.74868034757401,23
Empty,GreedyAgent,25,-83.47434399623612,23
Empty,GreedyAgent,26,309.89850170866845,18
Empty,GreedyAgent,27,311.5489079947621,19
Empty,GreedyAgent,28,-85.60841711443211,24
Empty,GreedyAgent,29,-86.60062738356231,25

Empty,GreedyAgent,1,-96.99982958164074,19
Empty,GreedyAgent,2,-98.4028738960595,13
Empty,GreedyAgent,3,-98.33441591709531,14
Empty,GreedyAgent,4,-98.16463986211262,15
Empty,GreedyAgent,5,-97.84918167276034,17
Empty,GreedyAgent,6,-97.4742184661315,19
Empty,GreedyAgent,7,-96.44004037774656,26
Empty,GreedyAgent,8,-93.4671513094883,37
Empty,GreedyAgent,9,-93.18802198661415,35
Empty,GreedyAgent,10,-95.76136625686244,36
Empty,GreedyAgent,11,-94.12386238007218,43
Empty,GreedyAgent,12,-93.3065658067981,43
Empty,GreedyAgent,13,-93.20272942035183,36
Empty,GreedyAgent,14,-93.63249418065259,28
Empty,GreedyAgent,15,-94.05301108381892,24
Empty,GreedyAgent,16,-94.14934256577536,23
Empty,GreedyAgent,17,-94.33946546336638,22
Empty,GreedyAgent,18,-93.95026961270628,25
Empty,GreedyAgent,19,-94.01367681575596,24
Empty,GreedyAgent,20,-94.67384125773131,20
Empty,GreedyAgent,21,-94.68780731812089,20
Empty,GreedyAgent,22,-94.69248880799361,20
Empty,GreedyAgent,23,-94.57860437368703,21
Empty,GreedyAgent,24,-94.66708108086581,20
Empty,GreedyAgent,25,-94.65933221427328,20
Empty,GreedyAgent,26,-94.6555749024195,20
Empty,GreedyAgent,27,-94.84456148655042,19
Empty,GreedyAgent,28,-94.84069228469431,19
Empty,GreedyAgent,29,-94.83410397225165,19
Empty,GreedyAgent,30,-94.8289787276242,19
Empty,GreedyAgent,31,-94.82396435914923,19
Empty,GreedyAgent,32,-94.81852078661636,19
Empty,GreedyAgent,33,-94.81498300923401,19
Empty,GreedyAgent,34,-94.81213911786546,19
Empty,GreedyAgent,35,-94.8092917051223,19
Empty,GreedyAgent,36,-94.80558344555864,19
Empty,GreedyAgent,37,-94.80272839182594,19
Empty,GreedyAgent,38,-94.79939451713747,19
Empty,GreedyAgent,39,-94.79602573657193,19
Empty,GreedyAgent,40,-95.00146636594167,18
Empty,GreedyAgent,41,-94.99800056974519,18
Empty,GreedyAgent,42,-94.99396080252687,18
Empty,GreedyAgent,43,-94.99036208013617,18
Empty,GreedyAgent,44,-94.98770039993566,18
Empty,GreedyAgent,45,-94.98517441696723,18
Empty,GreedyAgent,46,-94.9825608925504,18
Empty,GreedyAgent,47,-94.98059535505743,18
Empty,GreedyAgent,48,-94.97904298083098,18
Empty,GreedyAgent,49,-94.97750741703899,18
Empty,GreedyAgent,50,-94.97492181475226,18
Empty,GreedyAgent,51,-94.97287781253112,18
Empty,GreedyAgent,52,-94.97075717554367,18
Empty,GreedyAgent,53,-94.96793559845534,18
Empty,GreedyAgent,54,-94.96516022656822,18
Empty,GreedyAgent,55,-94.96197958727369,18
Empty,GreedyAgent,56,-94.95911066851588,18
Empty,GreedyAgent,57,-94.95632766523259,18
Empty,GreedyAgent,58,-94.95369083964276,18
Empty,GreedyAgent,59,-94.95108237868456,18
Empty,GreedyAgent,60,-95.17292906113796,17
